Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
"E09",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.23,0,0,15140,0,0,0,15140,0,15140,,,,,,,,,,,,,,,,,,1,1,8855,0,3380.4,3380.4,"Rare Event Detection Experiment",,,,0.11,0,,,,,,,,,,,,,
"F01",Rare Event Detection,"RED","YC201102S",Ch1Unknown,"N1","Manual",0.52,One-Step RT-ddPCR Kit for Probes,10.4,,,1.12,0.18,5,11416,5,0,0,11416,0.515,11421,,,,,,,,1,,,2.3,0,50,,,82,18,1,1,8855,12349,3544,3547.9,"Rare Event Detection Experiment",,,,0.78,0.32,,,,,,,1.6,0.4,,,66,34,
"F02",Rare Event Detection,"RED","YC201102S",Ch1Unknown,"N1","Manual",0.64,One-Step RT-ddPCR Kit for Probes,12.8,,,1.25,0.27,7,12800,7,0,0,12800,0.643,12807,,,,,,,,1,,,2.1,0,50,,,77,23,1,1,8855,12241,3512.8,3517.5,"Rare Event Detection Experiment",,,,0.92,0.43,,,,,,,1.5,0.5,,,64,36,
"F03",Rare Event Detection,"RED","YC201102S-",Ch1Unknown,"N1","Manual",1,One-Step RT-ddPCR Kit for Probes,20,,,1.9,0.4,7,8368,7,0,4,8364,0.984,8375,,,,,,,,0.6,,,1.3,0,39,,,62,16,1,1,8855,13024,3484.2,3492.1,"Rare Event Detection Experiment",,,,1.41,0.66,,,,,,,0.95,0.33,,,50,27,
"F04",Rare Event Detection,"RED","YC201102S-",Ch1Unknown,"N1","Manual",1,One-Step RT-ddPCR Kit for Probes,20,,,1.7,0.5,12,13968,12,0,0,13968,1.01,13980,,,,,,,,1,,,1.8,0.2,50,,,70,30,1,1,8855,12137,3536.1,3543.5,"Rare Event Detection Experiment",,,,1.33,0.75,,,,,,,1.41,0.59,,,60,40,
"F05",Rare Event Detection,"RED","YC201119S",Ch1Unknown,"N1","Manual",5.1,One-Step RT-ddPCR Kit for Probes,102,,,6.6,3.9,57,13038,56,1,0,13038,5.04,13095,,,,,,,,1.02,,,1.4,0.64,50,,,60,41,1,1,8855,12330,3480.1,3518.6,"Rare Event Detection Experiment",,,,5.8,4.5,,,,,,,1.21,0.83,,,55.1,45.7,
"F06",Rare Event Detection,"RED","YC201119S",Ch1Unknown,"N1","Manual",4.3,One-Step RT-ddPCR Kit for Probes,86,,,6.6,2.6,19,5180,17,2,0,5180,3.85,5199,,,,,,,,1.1,,,1.9,0.4,53,,,69,36,1,1,8855,11352,3360.7,3389.9,"Rare Event Detection Experiment",,,,5.4,3.4,,,,,,,1.49,0.74,,,61,44,
"F07",Rare Event Detection,"RED","YC201119S-",Ch1Unknown,"N1","Manual",3.4,One-Step RT-ddPCR Kit for Probes,68,,,4.9,2.3,29,9906,29,0,4,9902,3.44,9935,,,,,,,,0.88,,,1.32,0.44,47,,,59,34,1,1,8855,12535,3439.7,3466.3,"Rare Event Detection Experiment",,,,4.1,2.8,,,,,,,1.1,0.66,,,53,40,
"F08",Rare Event Detection,"RED","YC201119S-",Ch1Unknown,"N1","Manual",2.1,One-Step RT-ddPCR Kit for Probes,42,,,5,0.6,4,2227,4,0,1,2226,2.11,2231,,,,,,,,0.8,,,1.9,0,44,,,78,10,1,1,8855,10134,3105,3117.6,"Rare Event Detection Experiment",,,,3.4,1.2,,,,,,,1.3,0.3,,,61,28,
"F09",Rare Event Detection,"RED","NEG 3",Ch1Negative Control,"N1","Manual",0,One-Step RT-ddPCR Kit for Probes,0,,,0.2,0,0,17522,0,0,0,17522,0,17522,,,,,,,,,,,,,,,,,,1,1,8855,0,3333,3333,"Rare Event Detection Experiment",,,,0.092,0,,,,,,,,,,,,,
